spans	sentence
13 15	William Philip Arkwright was born on 21 April 1857 . His mother is Fanny Susan Thornewill
0 2	Thomas Lauder Brunton was born at Roxburgh on 14 March 1844 . His mother is Agnes Stenhouse
6 6	Thomas Lauder Brunton was born at Roxburgh on 14 March 1844 . His mother is Agnes Stenhouse
8 10	Thomas Lauder Brunton was born at Roxburgh on 14 March 1844 . His mother is Agnes Stenhouse
15 16	Thomas Lauder Brunton was born at Roxburgh on 14 March 1844 . His mother is Agnes Stenhouse
0 1	Heather Manchin was born at West Virginia on 27 June 1969 . His mother is Gayle Conelly Manchin
5 6	Heather Manchin was born at West Virginia on 27 June 1969 . His mother is Gayle Conelly Manchin
8 10	Heather Manchin was born at West Virginia on 27 June 1969 . His mother is Gayle Conelly Manchin
15 17	Heather Manchin was born at West Virginia on 27 June 1969 . His mother is Gayle Conelly Manchin
0 2	Helen Selina Sheridan was born on 18 January 1807 . His mother is Caroline Henrietta Sheridan
6 8	Helen Selina Sheridan was born on 18 January 1807 . His mother is Caroline Henrietta Sheridan
13 15	Helen Selina Sheridan was born on 18 January 1807 . His mother is Caroline Henrietta Sheridan
0 2	Helen Clay Frick was born at Pittsburgh on 01 January 1888 . His mother is Adelaide Howard Childs Frick
6 6	Helen Clay Frick was born at Pittsburgh on 01 January 1888 . His mother is Adelaide Howard Childs Frick
8 10	Helen Clay Frick was born at Pittsburgh on 01 January 1888 . His mother is Adelaide Howard Childs Frick
15 18	Helen Clay Frick was born at Pittsburgh on 01 January 1888 . His mother is Adelaide Howard Childs Frick
0 1	Helen Osborne was born at Auburn on 22 September 1864 . His mother is Eliza Wright Osborne
5 5	Helen Osborne was born at Auburn on 22 September 1864 . His mother is Eliza Wright Osborne
7 9	Helen Osborne was born at Auburn on 22 September 1864 . His mother is Eliza Wright Osborne
14 16	Helen Osborne was born at Auburn on 22 September 1864 . His mother is Eliza Wright Osborne
0 2	Juaquin James Malphurs was born at South Jamaica on 31 May 1986 . His mother is Debra Antney
6 7	Juaquin James Malphurs was born at South Jamaica on 31 May 1986 . His mother is Debra Antney
9 11	Juaquin James Malphurs was born at South Jamaica on 31 May 1986 . His mother is Debra Antney
16 17	Juaquin James Malphurs was born at South Jamaica on 31 May 1986 . His mother is Debra Antney
0 4	Henrietta Georgiana Marcia Lascelles Iremonger was born at London on 11 November 1806 . His mother is Harriet Gambier
8 8	Henrietta Georgiana Marcia Lascelles Iremonger was born at London on 11 November 1806 . His mother is Harriet Gambier
10 12	Henrietta Georgiana Marcia Lascelles Iremonger was born at London on 11 November 1806 . His mother is Harriet Gambier
17 18	Henrietta Georgiana Marcia Lascelles Iremonger was born at London on 11 November 1806 . His mother is Harriet Gambier
0 2	William Griffith Wilson was born at Dorset on 26 November 1895 . His mother is Emily Griffith
6 6	William Griffith Wilson was born at Dorset on 26 November 1895 . His mother is Emily Griffith
8 10	William Griffith Wilson was born at Dorset on 26 November 1895 . His mother is Emily Griffith
15 16	William Griffith Wilson was born at Dorset on 26 November 1895 . His mother is Emily Griffith
0 3	Henry Codman Potter I was born at Schenectady on 25 May 1835 . His mother is Sarah Maria Nott
7 7	Henry Codman Potter I was born at Schenectady on 25 May 1835 . His mother is Sarah Maria Nott
9 11	Henry Codman Potter I was born at Schenectady on 25 May 1835 . His mother is Sarah Maria Nott
16 18	Henry Codman Potter I was born at Schenectady on 25 May 1835 . His mother is Sarah Maria Nott
0 3	Henry Codman Potter I was born at Schenectady on 01 January 1834 . His mother is Sarah Maria Nott
7 7	Henry Codman Potter I was born at Schenectady on 01 January 1834 . His mother is Sarah Maria Nott
9 11	Henry Codman Potter I was born at Schenectady on 01 January 1834 . His mother is Sarah Maria Nott
16 18	Henry Codman Potter I was born at Schenectady on 01 January 1834 . His mother is Sarah Maria Nott
0 2	Henry Thomas Cockburn was born at Cockpen on 26 October 1779 . His mother is Janet Rennie
6 6	Henry Thomas Cockburn was born at Cockpen on 26 October 1779 . His mother is Janet Rennie
8 10	Henry Thomas Cockburn was born at Cockpen on 26 October 1779 . His mother is Janet Rennie
15 16	Henry Thomas Cockburn was born at Cockpen on 26 October 1779 . His mother is Janet Rennie
0 2	Henry Brook Parnell was born on 03 July 1776 . His mother is Laetitia Charlotte Brooke
6 8	Henry Brook Parnell was born on 03 July 1776 . His mother is Laetitia Charlotte Brooke
13 15	Henry Brook Parnell was born on 03 July 1776 . His mother is Laetitia Charlotte Brooke
0 6	Henry Alan Walter Richard Percy, Earl Percy was born on 01 July 1953 . His mother is Elizabeth Percy, Duchess of Northumberland
10 12	Henry Alan Walter Richard Percy, Earl Percy was born on 01 July 1953 . His mother is Elizabeth Percy, Duchess of Northumberland
17 21	Henry Alan Walter Richard Percy, Earl Percy was born on 01 July 1953 . His mother is Elizabeth Percy, Duchess of Northumberland
0 2	Henry O\'Callaghan Prittie was born on 21 March 1851 . His mother is Lady Anne Maria Louisa O\'Callaghan
6 8	Henry O\'Callaghan Prittie was born on 21 March 1851 . His mother is Lady Anne Maria Louisa O\'Callaghan
13 17	Henry O\'Callaghan Prittie was born on 21 March 1851 . His mother is Lady Anne Maria Louisa O\'Callaghan
0 2	Virginia Belle Terhune was born at Newark on 21 May 1865 . His mother is Marion Harland
6 6	Virginia Belle Terhune was born at Newark on 21 May 1865 . His mother is Marion Harland
8 10	Virginia Belle Terhune was born at Newark on 21 May 1865 . His mother is Marion Harland
15 16	Virginia Belle Terhune was born at Newark on 21 May 1865 . His mother is Marion Harland
0 2	Sheldon James Plankton was born at Bikini Bottom on 30 November 1942 . His mother is Mama Plankton
6 7	Sheldon James Plankton was born at Bikini Bottom on 30 November 1942 . His mother is Mama Plankton
9 11	Sheldon James Plankton was born at Bikini Bottom on 30 November 1942 . His mother is Mama Plankton
16 17	Sheldon James Plankton was born at Bikini Bottom on 30 November 1942 . His mother is Mama Plankton
0 2	Anthony Stephen Fauci was born at Brooklyn on 24 December 1940 . His mother is Eugenia Lillian Fauci
6 6	Anthony Stephen Fauci was born at Brooklyn on 24 December 1940 . His mother is Eugenia Lillian Fauci
8 10	Anthony Stephen Fauci was born at Brooklyn on 24 December 1940 . His mother is Eugenia Lillian Fauci
15 17	Anthony Stephen Fauci was born at Brooklyn on 24 December 1940 . His mother is Eugenia Lillian Fauci
0 4	Yahya Abdul-Aziz Jemus Junkung Jammeh was born at Kanilai on 25 May 1965 . His mother is Asombi Bojang
8 8	Yahya Abdul-Aziz Jemus Junkung Jammeh was born at Kanilai on 25 May 1965 . His mother is Asombi Bojang
10 12	Yahya Abdul-Aziz Jemus Junkung Jammeh was born at Kanilai on 25 May 1965 . His mother is Asombi Bojang
17 18	Yahya Abdul-Aziz Jemus Junkung Jammeh was born at Kanilai on 25 May 1965 . His mother is Asombi Bojang
0 2	Hercules Arthur Pakenham was born on 17 February 1863 . His mother is Elizabeth Clarke
6 8	Hercules Arthur Pakenham was born on 17 February 1863 . His mother is Elizabeth Clarke
13 14	Hercules Arthur Pakenham was born on 17 February 1863 . His mother is Elizabeth Clarke
0 3	Jigme Khesar Namgyel Wangchuck was born at Kathmandu on 21 February 1980 . His mother is Tshering Yangdon
7 7	Jigme Khesar Namgyel Wangchuck was born at Kathmandu on 21 February 1980 . His mother is Tshering Yangdon
9 11	Jigme Khesar Namgyel Wangchuck was born at Kathmandu on 21 February 1980 . His mother is Tshering Yangdon
16 17	Jigme Khesar Namgyel Wangchuck was born at Kathmandu on 21 February 1980 . His mother is Tshering Yangdon
0 2	Walter Howard Frere was born at Cambridge on 23 November 1863 . His mother is Emily Gipps
6 6	Walter Howard Frere was born at Cambridge on 23 November 1863 . His mother is Emily Gipps
8 10	Walter Howard Frere was born at Cambridge on 23 November 1863 . His mother is Emily Gipps
15 16	Walter Howard Frere was born at Cambridge on 23 November 1863 . His mother is Emily Gipps
0 2	Walter Howard Frere was born at Cambridge on 01 January 1863 . His mother is Emily Gipps
6 6	Walter Howard Frere was born at Cambridge on 01 January 1863 . His mother is Emily Gipps
8 10	Walter Howard Frere was born at Cambridge on 01 January 1863 . His mother is Emily Gipps
15 16	Walter Howard Frere was born at Cambridge on 01 January 1863 . His mother is Emily Gipps
0 2	Hesketh Vernon Prichard was born at Jhansi on 17 November 1876 . His mother is Kate Prichard
6 6	Hesketh Vernon Prichard was born at Jhansi on 17 November 1876 . His mother is Kate Prichard
8 10	Hesketh Vernon Prichard was born at Jhansi on 17 November 1876 . His mother is Kate Prichard
15 16	Hesketh Vernon Prichard was born at Jhansi on 17 November 1876 . His mother is Kate Prichard
0 2	Kourtney Mary Kardashian was born at Beverly Hills on 18 April 1979 . His mother is Kris Jenner
6 7	Kourtney Mary Kardashian was born at Beverly Hills on 18 April 1979 . His mother is Kris Jenner
9 11	Kourtney Mary Kardashian was born at Beverly Hills on 18 April 1979 . His mother is Kris Jenner
16 17	Kourtney Mary Kardashian was born at Beverly Hills on 18 April 1979 . His mother is Kris Jenner
0 3	Ian Richard Kyle Paisley was born at Belfast on 12 December 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
7 7	Ian Richard Kyle Paisley was born at Belfast on 12 December 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
9 11	Ian Richard Kyle Paisley was born at Belfast on 12 December 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
16 22	Ian Richard Kyle Paisley was born at Belfast on 12 December 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
0 3	Ian Richard Kyle Paisley was born at Belfast on 01 January 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
7 7	Ian Richard Kyle Paisley was born at Belfast on 01 January 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
9 11	Ian Richard Kyle Paisley was born at Belfast on 01 January 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
16 22	Ian Richard Kyle Paisley was born at Belfast on 01 January 1966 . His mother is Eileen Paisley, Baroness Paisley of St George\'s
0 3	William Pettus Hobby, Jr. was born at Houston on 19 January 1932 . His mother is Oveta Culp Hobby
7 7	William Pettus Hobby, Jr. was born at Houston on 19 January 1932 . His mother is Oveta Culp Hobby
9 11	William Pettus Hobby, Jr. was born at Houston on 19 January 1932 . His mother is Oveta Culp Hobby
16 18	William Pettus Hobby, Jr. was born at Houston on 19 January 1932 . His mother is Oveta Culp Hobby
0 2	Anne Mary Flower was born at London on 04 January 1790 . His mother is Anne Squire
6 6	Anne Mary Flower was born at London on 04 January 1790 . His mother is Anne Squire
8 10	Anne Mary Flower was born at London on 04 January 1790 . His mother is Anne Squire
15 16	Anne Mary Flower was born at London on 04 January 1790 . His mother is Anne Squire
0 3	Edward Roland Noel Harriman was born at New York City on 24 December 1895 . His mother is Mary Williamson Averell
7 9	Edward Roland Noel Harriman was born at New York City on 24 December 1895 . His mother is Mary Williamson Averell
11 13	Edward Roland Noel Harriman was born at New York City on 24 December 1895 . His mother is Mary Williamson Averell
18 20	Edward Roland Noel Harriman was born at New York City on 24 December 1895 . His mother is Mary Williamson Averell
0 2	Anna Coffin Davis was born at Philadelphia on 21 April 1838 . His mother is Maria Mott
6 6	Anna Coffin Davis was born at Philadelphia on 21 April 1838 . His mother is Maria Mott
8 10	Anna Coffin Davis was born at Philadelphia on 21 April 1838 . His mother is Maria Mott
15 16	Anna Coffin Davis was born at Philadelphia on 21 April 1838 . His mother is Maria Mott
0 2	Anna Hester Sigerson was born on 01 January 1870 . His mother is Hester Varian
6 8	Anna Hester Sigerson was born on 01 January 1870 . His mother is Hester Varian
13 14	Anna Hester Sigerson was born on 01 January 1870 . His mother is Hester Varian
0 3	Tudor St. John Harris was born at Whitechapel on 15 May 1963 . His mother is Elizabeth Rees-Williams
7 7	Tudor St. John Harris was born at Whitechapel on 15 May 1963 . His mother is Elizabeth Rees-Williams
9 11	Tudor St. John Harris was born at Whitechapel on 15 May 1963 . His mother is Elizabeth Rees-Williams
16 17	Tudor St. John Harris was born at Whitechapel on 15 May 1963 . His mother is Elizabeth Rees-Williams
0 2	Antonio Francesco Coppola was born at Brooklyn on 21 March 1917 . His mother is Maria Coppola
6 6	Antonio Francesco Coppola was born at Brooklyn on 21 March 1917 . His mother is Maria Coppola
8 10	Antonio Francesco Coppola was born at Brooklyn on 21 March 1917 . His mother is Maria Coppola
15 16	Antonio Francesco Coppola was born at Brooklyn on 21 March 1917 . His mother is Maria Coppola
0 2	Melissa Jane Percy was born on 20 May 1987 . His mother is Jane Percy, Duchess of Northumberland
6 8	Melissa Jane Percy was born on 20 May 1987 . His mother is Jane Percy, Duchess of Northumberland
13 17	Melissa Jane Percy was born on 20 May 1987 . His mother is Jane Percy, Duchess of Northumberland
0 3	Thomas Alexander van Straubenzee was born on 01 July 1982 . His mother is Claire Fenwick
7 9	Thomas Alexander van Straubenzee was born on 01 July 1982 . His mother is Claire Fenwick
14 15	Thomas Alexander van Straubenzee was born on 01 July 1982 . His mother is Claire Fenwick
0 3	Thomas Alexander van Straubenzee was born on 01 January 1982 . His mother is Claire Fenwick
7 9	Thomas Alexander van Straubenzee was born on 01 January 1982 . His mother is Claire Fenwick
14 15	Thomas Alexander van Straubenzee was born on 01 January 1982 . His mother is Claire Fenwick
0 2	Charles Robert Redford was born at Santa Monica on 18 August 1936 . His mother is Martha W. Hart
6 7	Charles Robert Redford was born at Santa Monica on 18 August 1936 . His mother is Martha W. Hart
9 11	Charles Robert Redford was born at Santa Monica on 18 August 1936 . His mother is Martha W. Hart
